stage,group,group_rate,res_type,res_id,res_number,item_rate,initial_production_number,production_number,production_interval
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608005,0,511,2,10,1,1,,,
,1,329,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608006,0,511,2,10,1,1,,,
,1,329,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608007,0,511,2,10,1,1,,,
,1,329,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608008,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608009,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608010,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608011,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608012,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608013,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608014,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608015,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608016,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608017,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608018,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608019,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608020,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608021,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608022,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608023,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608024,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608025,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608026,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608027,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608028,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608029,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608030,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608031,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608032,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608033,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608034,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608035,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608036,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608037,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608038,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608039,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608040,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608041,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608042,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608043,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608044,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608045,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608046,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608047,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608048,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608049,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608050,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608051,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608052,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608053,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608054,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608055,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608056,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608057,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608058,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608059,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608060,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608061,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608062,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608063,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608064,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608065,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608066,0,504,2,10,1,1,,,
,1,336,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
,,,3,2021,1,1,,,
,,,3,3021,1,1,,,
,,,3,4021,1,1,,,
608067,0,497,2,10,1,1,,,
,1,343,2,11,1,1,,,
,2,37,3,1019,1,1,,,
,,,3,2019,1,1,,,
,,,3,3019,1,1,,,
,,,3,4019,1,1,,,
,3,2,3,1020,1,1,,,
,,,3,2020,1,1,,,
,,,3,3020,1,1,,,
,,,3,4020,1,1,,,
,4,1,3,1021,1,1,,,
