stage,exp_train,res_type,res_id,res_number
,,8,0,360
606014,6,2,0,640
,,2,10,320
,,8,0,360
606015,6,2,0,640
,,2,10,320
,,8,0,360
606016,6,2,0,642
,,2,10,321
,,8,0,361
606017,6,2,0,642
,,2,10,321
,,8,0,361
606018,6,2,0,642
,,2,10,321
,,8,0,361
606019,6,2,0,642
,,2,10,321
,,8,0,361
606020,6,2,0,642
,,2,10,321
,,8,0,361
606021,6,2,0,644
,,2,10,322
,,8,0,362
606022,6,2,0,644
,,2,10,322
,,8,0,362
606023,6,2,0,644
,,2,10,322
,,8,0,362
606024,6,2,0,644
,,2,10,322
,,8,0,362
606025,6,2,0,644
,,2,10,322
,,8,0,362
606026,6,2,0,646
,,2,10,323
,,8,0,363
606027,6,2,0,646
,,2,10,323
,,8,0,363
606028,6,2,0,646
,,2,10,323
,,8,0,363
606029,6,2,0,646
,,2,10,323
,,8,0,363
606030,6,2,0,646
,,2,10,323
,,8,0,363
606031,6,2,0,648
,,2,10,324
,,8,0,364
606032,6,2,0,648
,,2,10,324
,,8,0,364
606033,6,2,0,648
,,2,10,324
,,8,0,364
606034,6,2,0,648
,,2,10,324
,,8,0,364
606035,6,2,0,648
,,2,10,324
,,8,0,364
606036,6,2,0,650
,,2,10,325
,,8,0,365
606037,6,2,0,650
,,2,10,325
,,8,0,365
606038,6,2,0,650
,,2,10,325
,,8,0,365
606039,6,2,0,650
,,2,10,325
,,8,0,365
606040,6,2,0,650
,,2,10,325
,,8,0,365
606041,6,2,0,652
,,2,10,326
,,8,0,366
606042,6,2,0,652
,,2,10,326
,,8,0,366
606043,6,2,0,652
,,2,10,326
,,8,0,366
606044,6,2,0,652
,,2,10,326
,,8,0,366
606045,6,2,0,652
,,2,10,326
,,8,0,366
606046,6,2,0,654
,,2,10,327
,,8,0,367
606047,6,2,0,654
,,2,10,327
,,8,0,367
606048,6,2,0,654
,,2,10,327
,,8,0,367
606049,6,2,0,654
,,2,10,327
,,8,0,367
606050,6,2,0,654
,,2,10,327
,,8,0,367
606051,6,2,0,656
,,2,10,328
,,8,0,368
606052,6,2,0,656
,,2,10,328
,,8,0,368
606053,6,2,0,656
,,2,10,328
,,8,0,368
606054,6,2,0,656
,,2,10,328
,,8,0,368
606055,6,2,0,656
,,2,10,328
,,8,0,368
606056,6,2,0,658
,,2,10,329
,,8,0,369
606057,6,2,0,658
,,2,10,329
,,8,0,369
606058,6,2,0,658
,,2,10,329
,,8,0,369
606059,6,2,0,658
,,2,10,329
,,8,0,369
606060,6,2,0,658
,,2,10,329
,,8,0,369
606061,6,2,0,660
,,2,10,330
,,8,0,370
606062,6,2,0,660
,,2,10,330
,,8,0,370
606063,6,2,0,660
,,2,10,330
,,8,0,370
606064,6,2,0,660
,,2,10,330
,,8,0,370
606065,6,2,0,660
,,2,10,330
,,8,0,370
606066,6,2,0,662
,,2,10,331
,,8,0,371
606067,6,2,0,662
,,2,10,331
,,8,0,371
606068,6,2,0,662
,,2,10,331
,,8,0,371
606069,6,2,0,662
,,2,10,331
,,8,0,371
606070,6,2,0,662
,,2,10,331
,,8,0,371
607001,6,2,0,664
,,2,10,332
,,8,0,372
607002,6,2,0,664
,,2,10,332
,,8,0,372
607003,6,2,0,664
,,2,10,332
,,8,0,372
607004,6,2,0,664
,,2,10,332
,,8,0,372
607005,6,2,0,664
,,2,10,332
,,8,0,372
607006,6,2,0,666
,,2,10,333
,,8,0,373
607007,6,2,0,666
,,2,10,333
,,8,0,373
607008,6,2,0,666
,,2,10,333
,,8,0,373
607009,6,2,0,666
,,2,10,333
,,8,0,373
607010,6,2,0,666
,,2,10,333
,,8,0,373
607011,6,2,0,668
,,2,10,334
,,8,0,374
607012,6,2,0,668
,,2,10,334
,,8,0,374
607013,6,2,0,668
,,2,10,334
,,8,0,374
607014,6,2,0,668
,,2,10,334
,,8,0,374
607015,6,2,0,668
,,2,10,334
,,8,0,374
607016,6,2,0,670
,,2,10,335
,,8,0,375
607017,6,2,0,670
,,2,10,335
,,8,0,375
607018,6,2,0,670
,,2,10,335
,,8,0,375
607019,6,2,0,670
,,2,10,335
,,8,0,375
607020,6,2,0,670
,,2,10,335
,,8,0,375
607021,6,2,0,672
,,2,10,336
,,8,0,376
607022,6,2,0,672
,,2,10,336
,,8,0,376
607023,6,2,0,672
,,2,10,336
,,8,0,376
607024,6,2,0,672
,,2,10,336
,,8,0,376
607025,6,2,0,672
,,2,10,336
,,8,0,376
607026,6,2,0,674
,,2,10,337
,,8,0,377
607027,6,2,0,674
,,2,10,337
,,8,0,377
607028,6,2,0,674
,,2,10,337
,,8,0,377
607029,6,2,0,674
,,2,10,337
,,8,0,377
607030,6,2,0,674
,,2,10,337
,,8,0,377
607031,6,2,0,676
,,2,10,338
,,8,0,378
607032,6,2,0,676
,,2,10,338
,,8,0,378
607033,6,2,0,676
,,2,10,338
,,8,0,378
607034,6,2,0,676
,,2,10,338
,,8,0,378
607035,6,2,0,676
,,2,10,338
,,8,0,378
607036,6,2,0,678
,,2,10,339
,,8,0,379
607037,6,2,0,678
,,2,10,339
,,8,0,379
607038,6,2,0,678
,,2,10,339
,,8,0,379
607039,6,2,0,678
,,2,10,339
,,8,0,379
607040,6,2,0,678
,,2,10,339
,,8,0,379
607041,6,2,0,680
,,2,10,340
,,8,0,380
607042,6,2,0,680
,,2,10,340
,,8,0,380
607043,6,2,0,680
,,2,10,340
,,8,0,380
607044,6,2,0,680
,,2,10,340
,,8,0,380
607045,6,2,0,680
,,2,10,340
,,8,0,380
607046,6,2,0,682
,,2,10,341
,,8,0,381
607047,6,2,0,682
,,2,10,341
,,8,0,381
607048,6,2,0,682
,,2,10,341
,,8,0,381
607049,6,2,0,682
,,2,10,341
,,8,0,381
607050,6,2,0,682
,,2,10,341
,,8,0,381
607051,6,2,0,684
,,2,10,342
,,8,0,382
607052,6,2,0,684
,,2,10,342
,,8,0,382
607053,6,2,0,684
,,2,10,342
,,8,0,382
607054,6,2,0,684
,,2,10,342
,,8,0,382
607055,6,2,0,684
,,2,10,342
,,8,0,382
607056,6,2,0,686
,,2,10,343
,,8,0,383
607057,6,2,0,686
,,2,10,343
,,8,0,383
607058,6,2,0,686
,,2,10,343
,,8,0,383
607059,6,2,0,686
,,2,10,343
,,8,0,383
607060,6,2,0,686
,,2,10,343
,,8,0,383
607061,6,2,0,688
,,2,10,344
,,8,0,384
607062,6,2,0,688
,,2,10,344
,,8,0,384
607063,6,2,0,688
,,2,10,344
,,8,0,384
607064,6,2,0,688
,,2,10,344
,,8,0,384
607065,6,2,0,688
,,2,10,344
,,8,0,384
607066,6,2,0,690
,,2,10,345
,,8,0,385
607067,6,2,0,690
,,2,10,345
,,8,0,385
607068,6,2,0,690
,,2,10,345
,,8,0,385
607069,6,2,0,690
,,2,10,345
,,8,0,385
607070,6,2,0,690
,,2,10,345
,,8,0,385
607071,6,2,0,692
,,2,10,346
,,8,0,386
607072,6,2,0,692
,,2,10,346
,,8,0,386
607073,6,2,0,692
,,2,10,346
,,8,0,386
607074,6,2,0,692
,,2,10,346
,,8,0,386
607075,6,2,0,692
,,2,10,346
,,8,0,386
608001,6,2,0,694
,,2,10,347
,,8,0,387
608002,6,2,0,694
,,2,10,347
,,8,0,387
608003,6,2,0,694
,,2,10,347
,,8,0,387
608004,6,2,0,694
,,2,10,347
,,8,0,387
608005,6,2,0,694
,,2,10,347
,,8,0,387
608006,6,2,0,696
,,2,10,348
,,8,0,388
608007,6,2,0,696
,,2,10,348
,,8,0,388
608008,6,2,0,696
,,2,10,348
,,8,0,388
608009,6,2,0,696
,,2,10,348
,,8,0,388
608010,6,2,0,696
,,2,10,348
,,8,0,388
608011,6,2,0,698
,,2,10,349
,,8,0,389
608012,6,2,0,698
,,2,10,349
,,8,0,389
608013,6,2,0,698
,,2,10,349
,,8,0,389
608014,6,2,0,698
,,2,10,349
,,8,0,389
608015,6,2,0,698
,,2,10,349
,,8,0,389
608016,6,2,0,700
,,2,10,350
,,8,0,390
608017,6,2,0,700
,,2,10,350
,,8,0,390
608018,6,2,0,700
,,2,10,350
,,8,0,390
608019,6,2,0,700
,,2,10,350
,,8,0,390
608020,6,2,0,700
,,2,10,350
,,8,0,390
608021,6,2,0,702
,,2,10,351
,,8,0,391
608022,6,2,0,702
,,2,10,351
,,8,0,391
608023,6,2,0,702
,,2,10,351
,,8,0,391
608024,6,2,0,702
,,2,10,351
,,8,0,391
608025,6,2,0,702
,,2,10,351
,,8,0,391
608026,6,2,0,704
,,2,10,352
,,8,0,392
608027,6,2,0,704
,,2,10,352
,,8,0,392
608028,6,2,0,704
,,2,10,352
,,8,0,392
608029,6,2,0,704
,,2,10,352
,,8,0,392
608030,6,2,0,704
,,2,10,352
,,8,0,392
608031,6,2,0,706
,,2,10,353
,,8,0,393
608032,6,2,0,706
,,2,10,353
,,8,0,393
608033,6,2,0,706
,,2,10,353
,,8,0,393
608034,6,2,0,706
,,2,10,353
,,8,0,393
608035,6,2,0,706
,,2,10,353
,,8,0,393
608036,6,2,0,708
,,2,10,354
,,8,0,394
608037,6,2,0,708
,,2,10,354
,,8,0,394
608038,6,2,0,708
,,2,10,354
,,8,0,394
608039,6,2,0,708
,,2,10,354
,,8,0,394
608040,6,2,0,708
,,2,10,354
,,8,0,394
608041,6,2,0,710
,,2,10,355
,,8,0,395
608042,6,2,0,710
,,2,10,355
,,8,0,395
608043,6,2,0,710
,,2,10,355
,,8,0,395
608044,6,2,0,710
,,2,10,355
,,8,0,395
608045,6,2,0,710
,,2,10,355
,,8,0,395
608046,6,2,0,712
,,2,10,356
,,8,0,396
608047,6,2,0,712
,,2,10,356
,,8,0,396
608048,6,2,0,712
,,2,10,356
,,8,0,396
608049,6,2,0,712
,,2,10,356
,,8,0,396
608050,6,2,0,712
,,2,10,356
,,8,0,396
608051,6,2,0,714
,,2,10,357
,,8,0,397
608052,6,2,0,714
,,2,10,357
,,8,0,397
608053,6,2,0,714
,,2,10,357
,,8,0,397
608054,6,2,0,714
,,2,10,357
,,8,0,397
608055,6,2,0,714
,,2,10,357
,,8,0,397
608056,6,2,0,716
,,2,10,358
,,8,0,398
608057,6,2,0,716
,,2,10,358
,,8,0,398
608058,6,2,0,716
,,2,10,358
,,8,0,398
608059,6,2,0,716
,,2,10,358
,,8,0,398
608060,6,2,0,716
,,2,10,358
,,8,0,398
608061,6,2,0,718
,,2,10,359
,,8,0,399
608062,6,2,0,718
,,2,10,359
,,8,0,399
608063,6,2,0,718
,,2,10,359
,,8,0,399
608064,6,2,0,718
,,2,10,359
,,8,0,399
608065,6,2,0,718
,,2,10,359
,,8,0,399
608066,6,2,0,720
,,2,10,360
,,8,0,400
608067,6,2,0,720
,,2,10,360
,,8,0,400
608068,6,2,0,720
,,2,10,360
,,8,0,400
608069,6,2,0,720
,,2,10,360
,,8,0,400
608070,6,2,0,720
,,2,10,360
,,8,0,400
608071,6,2,0,722
,,2,10,361
,,8,0,401
608072,6,2,0,722
,,2,10,361
,,8,0,401
608073,6,2,0,722
,,2,10,361
,,8,0,401
608074,6,2,0,722
,,2,10,361
,,8,0,401
608075,6,2,0,722
,,2,10,361
,,8,0,401
608076,6,2,0,724
,,2,10,362
,,8,0,402
608077,6,2,0,724
,,2,10,362
,,8,0,402
608078,6,2,0,724
,,2,10,362
,,8,0,402
608079,6,2,0,724
,,2,10,362
,,8,0,402
608080,6,2,0,724
,,2,10,362
,,8,0,402
609001,6,2,0,726
,,2,10,363
,,8,0,403
609002,6,2,0,726
,,2,10,363
,,8,0,403
609003,6,2,0,726
,,2,10,363
,,8,0,403
609004,6,2,0,726
,,2,10,363
,,8,0,403
609005,6,2,0,726
,,2,10,363
,,8,0,403
609006,6,2,0,728
,,2,10,364
,,8,0,404
609007,6,2,0,728
,,2,10,364
,,8,0,404
609008,6,2,0,728
,,2,10,364
,,8,0,404
609009,6,2,0,728
,,2,10,364
,,8,0,404
609010,6,2,0,728
,,2,10,364
,,8,0,404
609011,6,2,0,730
,,2,10,365
,,8,0,405
609012,6,2,0,730
,,2,10,365
,,8,0,405
609013,6,2,0,730
,,2,10,365
,,8,0,405
609014,6,2,0,730
,,2,10,365
,,8,0,405
609015,6,2,0,730
,,2,10,365
,,8,0,405
609016,6,2,0,732
,,2,10,366
,,8,0,406
609017,6,2,0,732
,,2,10,366
,,8,0,406
609018,6,2,0,732
,,2,10,366
,,8,0,406
609019,6,2,0,732
,,2,10,366
,,8,0,406
609020,6,2,0,732
,,2,10,366
,,8,0,406
609021,6,2,0,734
,,2,10,367
,,8,0,407
609022,6,2,0,734
,,2,10,367
,,8,0,407
609023,6,2,0,734
,,2,10,367
,,8,0,407
609024,6,2,0,734
,,2,10,367
,,8,0,407
609025,6,2,0,734
,,2,10,367
,,8,0,407
609026,6,2,0,736
,,2,10,368
,,8,0,408
609027,6,2,0,736
,,2,10,368
,,8,0,408
609028,6,2,0,736
,,2,10,368
,,8,0,408
609029,6,2,0,736
,,2,10,368
,,8,0,408
609030,6,2,0,736
,,2,10,368
,,8,0,408
609031,6,2,0,738
,,2,10,369
,,8,0,409
609032,6,2,0,738
,,2,10,369
,,8,0,409
609033,6,2,0,738
,,2,10,369
,,8,0,409
609034,6,2,0,738
,,2,10,369
,,8,0,409
609035,6,2,0,738
,,2,10,369
,,8,0,409
609036,6,2,0,740
,,2,10,370
,,8,0,410
609037,6,2,0,740
,,2,10,370
,,8,0,410
609038,6,2,0,740
,,2,10,370
,,8,0,410
609039,6,2,0,740
,,2,10,370
,,8,0,410
609040,6,2,0,740
,,2,10,370
,,8,0,410
609041,6,2,0,742
,,2,10,371
,,8,0,411
609042,6,2,0,742
,,2,10,371
,,8,0,411
609043,6,2,0,742
,,2,10,371
,,8,0,411
609044,6,2,0,742
,,2,10,371
,,8,0,411
609045,6,2,0,742
,,2,10,371
,,8,0,411
609046,6,2,0,744
,,2,10,372
,,8,0,412
609047,6,2,0,744
,,2,10,372
,,8,0,412
609048,6,2,0,744
,,2,10,372
,,8,0,412
609049,6,2,0,744
,,2,10,372
,,8,0,412
609050,6,2,0,744
,,2,10,372
,,8,0,412
609051,6,2,0,746
,,2,10,373
,,8,0,413
609052,6,2,0,746
,,2,10,373
,,8,0,413
609053,6,2,0,746
,,2,10,373
,,8,0,413
609054,6,2,0,746
,,2,10,373
,,8,0,413
609055,6,2,0,746
,,2,10,373
,,8,0,413
609056,6,2,0,748
,,2,10,374
,,8,0,414
609057,6,2,0,748
,,2,10,374
,,8,0,414
609058,6,2,0,748
,,2,10,374
,,8,0,414
609059,6,2,0,748
,,2,10,374
,,8,0,414
609060,6,2,0,748
,,2,10,374
,,8,0,414
609061,6,2,0,750
,,2,10,375
,,8,0,415
609062,6,2,0,750
,,2,10,375
,,8,0,415
609063,6,2,0,750
,,2,10,375
,,8,0,415
609064,6,2,0,750
,,2,10,375
,,8,0,415
609065,6,2,0,750
,,2,10,375
,,8,0,415
609066,6,2,0,752
,,2,10,376
,,8,0,416
609067,6,2,0,752
,,2,10,376
,,8,0,416
609068,6,2,0,752
,,2,10,376
,,8,0,416
609069,6,2,0,752
,,2,10,376
,,8,0,416
609070,6,2,0,752
,,2,10,376
,,8,0,416
609071,6,2,0,754
,,2,10,377
,,8,0,417
609072,6,2,0,754
,,2,10,377
,,8,0,417
609073,6,2,0,754
,,2,10,377
,,8,0,417
609074,6,2,0,754
,,2,10,377
,,8,0,417
609075,6,2,0,754
,,2,10,377
,,8,0,417
609076,6,2,0,756
,,2,10,378
,,8,0,418
609077,6,2,0,756
,,2,10,378
,,8,0,418
609078,6,2,0,756
,,2,10,378
,,8,0,418
609079,6,2,0,756
,,2,10,378
,,8,0,418
609080,6,2,0,756
,,2,10,378
,,8,0,418
609081,6,2,0,758
,,2,10,379
,,8,0,419
609082,6,2,0,758
,,2,10,379
,,8,0,419
609083,6,2,0,758
,,2,10,379
,,8,0,419
609084,6,2,0,758
,,2,10,379
,,8,0,419
609085,6,2,0,758
,,2,10,379
,,8,0,419
609086,6,2,0,760
,,2,10,380
,,8,0,420
609087,6,2,0,760
,,2,10,380
,,8,0,420
609088,6,2,0,760
,,2,10,380
,,8,0,420
609089,6,2,0,760
,,2,10,380
,,8,0,420
609090,6,2,0,760
,,2,10,380
,,8,0,420
610001,6,2,0,762
,,2,10,381
,,8,0,421
610002,6,2,0,762
,,2,10,381
,,8,0,421
610003,6,2,0,762
,,2,10,381
,,8,0,421
610004,6,2,0,762
,,2,10,381
,,8,0,421
610005,6,2,0,762
,,2,10,381
,,8,0,421
610006,6,2,0,764
,,2,10,382
,,8,0,422
610007,6,2,0,764
,,2,10,382
,,8,0,422
610008,6,2,0,764
,,2,10,382
,,8,0,422
610009,6,2,0,764
,,2,10,382
,,8,0,422
610010,6,2,0,764
,,2,10,382
,,8,0,422
610011,6,2,0,766
,,2,10,383
,,8,0,423
610012,6,2,0,766
,,2,10,383
,,8,0,423
610013,6,2,0,766
,,2,10,383
,,8,0,423
610014,6,2,0,766
,,2,10,383
,,8,0,423
610015,6,2,0,766
,,2,10,383
,,8,0,423
610016,6,2,0,768
,,2,10,384
,,8,0,424
610017,6,2,0,768
,,2,10,384
,,8,0,424
610018,6,2,0,768
,,2,10,384
,,8,0,424
610019,6,2,0,768
,,2,10,384
,,8,0,424
610020,6,2,0,768
,,2,10,384
,,8,0,424
610021,6,2,0,770
,,2,10,385
,,8,0,425
610022,6,2,0,770
,,2,10,385
,,8,0,425
610023,6,2,0,770
,,2,10,385
,,8,0,425
610024,6,2,0,770
,,2,10,385
,,8,0,425
610025,6,2,0,770
,,2,10,385
,,8,0,425
610026,6,2,0,772
,,2,10,386
,,8,0,426
610027,6,2,0,772
,,2,10,386
,,8,0,426
610028,6,2,0,772
,,2,10,386
,,8,0,426
610029,6,2,0,772
,,2,10,386
,,8,0,426
610030,6,2,0,772
,,2,10,386
,,8,0,426
610031,6,2,0,774
,,2,10,387
,,8,0,427
610032,6,2,0,774
,,2,10,387
,,8,0,427
610033,6,2,0,774
,,2,10,387
,,8,0,427
610034,6,2,0,774
,,2,10,387
,,8,0,427
610035,6,2,0,774
,,2,10,387
,,8,0,427
610036,6,2,0,776
,,2,10,388
,,8,0,428
610037,6,2,0,776
,,2,10,388
,,8,0,428
610038,6,2,0,776
,,2,10,388
,,8,0,428
610039,6,2,0,776
,,2,10,388
,,8,0,428
610040,6,2,0,776
,,2,10,388
,,8,0,428
610041,6,2,0,778
,,2,10,389
,,8,0,429
610042,6,2,0,778
,,2,10,389
,,8,0,429
610043,6,2,0,778
,,2,10,389
,,8,0,429
610044,6,2,0,778
,,2,10,389
,,8,0,429
610045,6,2,0,778
,,2,10,389
,,8,0,429
610046,6,2,0,780
,,2,10,390
,,8,0,430
610047,6,2,0,780
,,2,10,390
,,8,0,430
610048,6,2,0,780
,,2,10,390
,,8,0,430
610049,6,2,0,780
,,2,10,390
,,8,0,430
610050,6,2,0,780
,,2,10,390
,,8,0,430
610051,6,2,0,782
,,2,10,391
,,8,0,431
610052,6,2,0,782
,,2,10,391
,,8,0,431
610053,6,2,0,782
,,2,10,391
,,8,0,431
610054,6,2,0,782
,,2,10,391
,,8,0,431
610055,6,2,0,782
,,2,10,391
,,8,0,431
610056,6,2,0,784
,,2,10,392
,,8,0,432
610057,6,2,0,784
,,2,10,392
,,8,0,432
610058,6,2,0,784
,,2,10,392
,,8,0,432
610059,6,2,0,784
,,2,10,392
,,8,0,432
610060,6,2,0,784
,,2,10,392
,,8,0,432
610061,6,2,0,786
,,2,10,393
,,8,0,433
610062,6,2,0,786
,,2,10,393
,,8,0,433
610063,6,2,0,786
,,2,10,393
,,8,0,433
610064,6,2,0,786
,,2,10,393
,,8,0,433
610065,6,2,0,786
,,2,10,393
,,8,0,433
610066,6,2,0,788
,,2,10,394
,,8,0,434
610067,6,2,0,788
,,2,10,394
,,8,0,434
610068,6,2,0,788
,,2,10,394
,,8,0,434
610069,6,2,0,788
,,2,10,394
,,8,0,434
610070,6,2,0,788
,,2,10,394
,,8,0,434
610071,6,2,0,790
,,2,10,395
,,8,0,435
610072,6,2,0,790
,,2,10,395
,,8,0,435
610073,6,2,0,790
,,2,10,395
,,8,0,435
610074,6,2,0,790
,,2,10,395
,,8,0,435
610075,6,2,0,790
,,2,10,395
,,8,0,435
610076,6,2,0,792
,,2,10,396
,,8,0,436
610077,6,2,0,792
,,2,10,396
,,8,0,436
610078,6,2,0,792
,,2,10,396
,,8,0,436
610079,6,2,0,792
,,2,10,396
,,8,0,436
610080,6,2,0,792
,,2,10,396
,,8,0,436
610081,6,2,0,794
,,2,10,397
,,8,0,437
610082,6,2,0,794
,,2,10,397
,,8,0,437
610083,6,2,0,794
,,2,10,397
,,8,0,437
610084,6,2,0,794
,,2,10,397
,,8,0,437
610085,6,2,0,794
,,2,10,397
,,8,0,437
610086,6,2,0,796
,,2,10,398
,,8,0,438
610087,6,2,0,796
,,2,10,398
,,8,0,438
610088,6,2,0,796
,,2,10,398
,,8,0,438
610089,6,2,0,796
,,2,10,398
,,8,0,438
610090,6,2,0,796
,,2,10,398
,,8,0,438
610091,6,2,0,798
,,2,10,399
,,8,0,439
610092,6,2,0,798
,,2,10,399
,,8,0,439
610093,6,2,0,798
,,2,10,399
,,8,0,439
610094,6,2,0,798
,,2,10,399
,,8,0,439
610095,6,2,0,798
,,2,10,399
,,8,0,439
